Participant Name,Timestamp,Game Stage,Game Load Time,Game End Time,Role,Game Start Time,Screen Text,Screen Text Position,Position,Attitude,GAME_END_THRESHOLD,START_TIME_COUNTDOWN,GAME_DURATION
,2022-08-17 22:17:48.003629,Connected Not Started,2022-08-17 22:17:42.430194,,Hider,,Waiting for other player to connect...,"[0.33, 0.5, 0]","[0.0, 3.9203577041625977, -0.0]","[-0.0, -0.0, 0.0, 1.0]",2,10,30
,2022-08-17 22:17:48.019575,Connected Not Started,2022-08-17 22:17:42.430194,,Hider,,Waiting for other player to connect...,"[0.33, 0.5, 0]","[0.0, 3.9203577041625977, -0.0]","[-0.0, -0.0, 0.0, 1.0]",2,10,30
,2022-08-17 22:17:48.037416,Connected Not Started,2022-08-17 22:17:42.430194,,Hider,,Waiting for other player to connect...,"[0.33, 0.5, 0]","[0.0, 3.9203577041625977, -0.0]","[-0.0, -0.0, 0.0, 1.0]",2,10,30
,2022-08-17 22:17:48.053808,Connected Not Started,2022-08-17 22:17:42.430194,,Hider,,Waiting for other player to connect...,"[0.33, 0.5, 0]","[0.0, 3.9203577041625977, -0.0]","[-0.0, -0.0, 0.0, 1.0]",2,10,30
,2022-08-17 22:17:48.070693,Connected Not Started,2022-08-17 22:17:42.430194,,Hider,,Waiting for other player to connect...,"[0.33, 0.5, 0]","[0.0, 3.9203577041625977, -0.0]","[-0.0, -0.0, 0.0, 1.0]",2,10,30
,2022-08-17 22:17:48.087580,Connected Not Started,2022-08-17 22:17:42.430194,,Hider,,Waiting for other player to connect...,"[0.33, 0.5, 0]","[0.0, 3.9203577041625977, -0.0]","[-0.0, -0.0, 0.0, 1.0]",2,10,30
,2022-08-17 22:17:48.103953,Connected Not Started,2022-08-17 22:17:42.430194,,Hider,,Waiting for other player to connect...,"[0.33, 0.5, 0]","[0.0, 3.9203577041625977, -0.0]","[-0.0, -0.0, 0.0, 1.0]",2,10,30
,2022-08-17 22:17:48.119588,Connected Not Started,2022-08-17 22:17:42.430194,,Hider,,Waiting for other player to connect...,"[0.33, 0.5, 0]","[0.0, 3.9203577041625977, -0.0]","[-0.0, -0.0, 0.0, 1.0]",2,10,30
,2022-08-17 22:17:48.136908,Connected Not Started,2022-08-17 22:17:42.430194,,Hider,,Waiting for other player to connect...,"[0.33, 0.5, 0]","[0.0, 3.9203577041625977, -0.0]","[-0.0, -0.0, 0.0, 1.0]",2,10,30
,2022-08-17 22:17:48.153850,Connected Not Started,2022-08-17 22:17:42.430194,,Hider,,Waiting for other player to connect...,"[0.33, 0.5, 0]","[0.0, 3.9203577041625977, -0.0]","[-0.0, -0.0, 0.0, 1.0]",2,10,30
,2022-08-17 22:17:48.170792,Connected Not Started,2022-08-17 22:17:42.430194,,Hider,,Waiting for other player to connect...,"[0.33, 0.5, 0]","[0.0, 3.9203577041625977, -0.0]","[-0.0, -0.0, 0.0, 1.0]",2,10,30
,2022-08-17 22:17:48.187542,Connected Not Started,2022-08-17 22:17:42.430194,,Hider,,Waiting for other player to connect...,"[0.33, 0.5, 0]","[0.0, 3.9203577041625977, -0.0]","[-0.0, -0.0, 0.0, 1.0]",2,10,30
,2022-08-17 22:17:48.204390,Connected Not Started,2022-08-17 22:17:42.430194,,Hider,,Waiting for other player to connect...,"[0.33, 0.5, 0]","[0.0, 3.9203577041625977, -0.0]","[-0.0, -0.0, 0.0, 1.0]",2,10,30
,2022-08-17 22:17:48.221275,Connected Not Started,2022-08-17 22:17:42.430194,,Hider,,Waiting for other player to connect...,"[0.33, 0.5, 0]","[0.0, 3.9203577041625977, -0.0]","[-0.0, -0.0, 0.0, 1.0]",2,10,30
,2022-08-17 22:17:48.237673,Connected Not Started,2022-08-17 22:17:42.430194,,Hider,,Waiting for other player to connect...,"[0.33, 0.5, 0]","[0.0, 3.9203577041625977, -0.0]","[-0.0, -0.0, 0.0, 1.0]",2,10,30
,2022-08-17 22:17:48.254558,Connected Not Started,2022-08-17 22:17:42.430194,,Hider,,Waiting for other player to connect...,"[0.33, 0.5, 0]","[0.0, 3.9203577041625977, -0.0]","[-0.0, -0.0, 0.0, 1.0]",2,10,30
,2022-08-17 22:17:48.272566,Connected Not Started,2022-08-17 22:17:42.430194,,Hider,,Waiting for other player to connect...,"[0.33, 0.5, 0]","[0.0, 3.9203577041625977, -0.0]","[-0.0, -0.0, 0.0, 1.0]",2,10,30
,2022-08-17 22:17:48.287598,Connected Not Started,2022-08-17 22:17:42.430194,,Hider,,Waiting for other player to connect...,"[0.33, 0.5, 0]","[0.0, 3.9203577041625977, -0.0]","[-0.0, -0.0, 0.0, 1.0]",2,10,30
,2022-08-17 22:17:48.304256,Connected Not Started,2022-08-17 22:17:42.430194,,Hider,,Waiting for other player to connect...,"[0.33, 0.5, 0]","[0.0, 3.9203577041625977, -0.0]","[-0.0, -0.0, 0.0, 1.0]",2,10,30
